datetime,open,high,low,close,volume,Heiken_Close,Heiken_Open,Heiken_High,Heiken_Low,EMA6,EMA10,EMA20,EMA50,MACD,MACD_Signal_Line,RSI_smoothed,Chaikin_volatility,KST,KST_signal,Hawkes_close,Bull_Power,Bear_Power,Plus_DI,Minus_DI,Plus_DI_s,Minus_DI_s,Aroon_Oscillator,pct_change_5,rolling_threshold,filtered_price,Chebyshev_Filtered,signals,trade_type
2019-09-09 12:00:00,10411.7,10411.7,10317.61,10322.37,1717.496,10365.845000000001,10279.048803710937,10411.7,10279.048803710937,10307.384489498423,10298.376818181818,,,,,,,,,4797.978256787889,,,,,,,,0.0023771860060655126,,10286.364385083752,10237.822460881778,0,
2019-09-09 14:00:00,10327.06,10363.82,10302.69,10314.26,1668.519,10326.9575,10322.44690185547,10363.82,10302.69,10309.348921070303,10301.264669421487,,,,,,,,,5137.421355151214,,,,,,,,0.0009646439551567187,,10288.68806511539,10239.02365728523,0,
2019-09-09 16:00:00,10314.26,10333.55,10183.31,10263.33,2040.234,10273.6125,10324.702200927735,10333.55,10183.31,10296.200657907359,10294.367456799398,,,,,,,,,5454.041026359741,38.903076923077606,-111.33692307692218,,,,,,0.011218319774333185,,10286.737968018557,10234.767737545386,0,
2019-09-09 18:00:00,10261.38,10323.13,10237.17,10308.87,1875.095,10282.637499999999,10299.157350463867,10323.13,10237.17,10299.820469933828,10297.004282835871,,,,,,,,,5754.954603339039,26.451208791209865,-59.50879120878926,,,,,,0.005852341082790646,,10288.318624468808,10232.007018688355,0,
2019-09-09 20:00:00,10307.8,10420.65,10228.28,10289.48,1242.855,10311.5525,10290.897425231933,10420.65,10228.28,10296.866049952734,10295.636231411167,,,,,,,,,6037.180937812114,124.99960753532287,-67.37039246467612,37.329676545245746,23.088706137443122,,,,-0.0120139035584661,0.013075387796899844,10288.396050342719,10232.80578014723,0,
2019-09-09 22:00:00,10289.48,10382.64,10289.48,10307.0,369.451,10317.15,10301.224962615966,10382.64,10289.48,10299.761464251953,10297.702371154592,,,,,,,,,6304.022890062343,85.36823503027699,-7.791764969722863,35.36364828130169,21.87270179330977,,,,-0.0014889991348886467,0.006388938951944898,10289.558972511131,10234.775425863008,0,
2019-09-10 00:00:00,10307.0,10382.97,10307.0,10328.53,519.943,10331.375,10309.187481307983,10382.97,10307.0,10307.981045894252,10303.30739458103,,,,,,,,,6556.61697676399,81.2327728830951,5.262772883095749,33.81951096515194,20.905763216209678,,,,0.0013835214547626151,0.006388938951944898,10291.852056401109,10233.747777271807,0,
2019-09-10 02:00:00,10328.04,10356.14,10266.61,10307.25,1027.512,10314.51,10320.281240653992,10356.14,10266.61,10307.772175638751,10304.024231929934,,,,,,,,,6793.224329012706,53.615233899796294,-35.91476610020254,32.02284433753875,22.191795972997426,,,,0.004279312854599926,0.006388938951944898,10292.707871356099,10227.201608178773,0,
2019-09-10 04:00:00,10309.17,10329.24,10251.86,10262.85,825.666,10288.28,10317.395620326995,10329.24,10251.86,10294.937268313393,10296.538007942674,,,,,62.61664704041368,,,,7013.388741745823,32.38305762839627,-44.99694237160293,30.514000971739723,22.04431643478839,,,,-0.00446411682366743,0.006388938951944898,10291.135486228733,10216.392972022424,0,
2019-09-10 06:00:00,10263.35,10304.82,10226.81,10272.46,880.417,10266.859999999999,10302.837810163499,10304.82,10226.81,10288.515191652423,10292.160188316733,10295.342499999999,,,,62.10199737083169,0.5898536900038831,0.6063534892133071,,7221.308377215276,11.44833511005345,-66.56166488994677,29.02901357499025,22.53423238826678,,,,-0.0016541166317443068,0.006388938951944898,10290.201025070255,10204.14097402526,0,
2019-09-10 08:00:00,10271.93,10290.01,10206.87,10248.67,731.204,10254.37,10284.848905081748,10290.01,10206.87,10277.130851180302,10284.252881350054,10290.8975,,,,61.12362876727603,-1.6555159446818624,-3.3313298305088224,,7415.692315736172,3.024287237189128,-80.11571276281029,27.493351288280206,22.6109075308472,,,,-0.0056592606966139325,0.006388938951944898,10288.22159516735,10191.00784167553,0,
2019-09-10 10:00:00,10255.07,10280.9,10222.99,10254.56,677.797,10253.38,10269.609452540873,10280.9,10222.99,10270.682036557359,10278.854175650044,10287.436785714284,,,,60.0516804841292,-2.115171382776204,-3.660046328435962,,7599.1096149335735,-1.4534680824090174,-59.36346808240887,26.44400484093865,21.74791068335931,,,,-0.007161716139663765,0.006388938951944898,10286.689914747602,10174.430142623965,0,
2019-09-10 12:00:00,10252.7,10270.58,10221.96,10241.79,629.052,10246.7575,10261.494726270437,10270.58,10221.96,10262.427168969542,10272.115234622763,10283.089472789114,,,,59.06189927543532,-20.23585206435866,-2.632706133044227,,7771.079322163497,-5.978686927779563,-54.59868692778036,25.561879945272874,21.09310750109658,,,,-0.006350869533580661,0.004436615677418997,10284.735371579429,10151.007147599072,0,
2019-09-10 14:00:00,10237.92,10239.21,10167.91,10179.1,900.758,10206.035,10254.126113135218,10254.126113135218,10167.91,10238.619406406815,10255.20337378226,10273.185713475865,,,,57.703364151730796,-19.720295926397945,-3.095114807044752,,7929.272893283504,-23.42601736666984,-94.72601736666911,24.238729235680466,23.788185367383388,,,,-0.008160501225293215,0.0016731005947463451,10280.327800683925,10119.652730201267,0,
2019-09-10 16:00:00,10172.13,10237.41,10172.13,10213.69,639.591,10198.84,10230.08055656761,10237.41,10172.13,10231.49671886201,10247.655487640031,10267.519455049593,,,,56.70046970027092,-33.95374852719767,-2.8486896934714734,,8080.329388005366,-18.23372917143024,-83.5137291714309,23.10088432579116,22.671490454354025,,,,-0.005721122301765913,0.0016731005947463451,10277.658130124419,10083.715605972246,0,
2019-09-10 18:00:00,10213.58,10218.72,9940.87,10026.56,774.355,10099.9325,10214.460278283805,10218.72,9940.87,10172.943370615722,10207.456308069117,10244.57093552106,,-53.864658562119075,,53.65598692120525,1.7637915644229674,-5.658023729916472,,8211.361237301971,-4.197482146941184,-282.0474821469397,19.010363689684883,33.395056082795385,,,-64.0,-0.021672080377258762,0.0016731005947463451,10267.983701769785,10050.833522418385,0,
2019-09-10 20:00:00,10021.49,10127.22,9991.73,10108.06,760.276,10062.125,10157.196389141904,10157.196389141904,9991.73,10154.405264725516,10189.38425205655,10231.569894042865,,-58.653229609542905,,51.590807591074324,11.944075330781567,-8.027546608732518,,8339.652385739471,-79.28927041166389,-214.77927041166367,17.393005739041985,30.553881639773987,,,-64.0,-0.014286327253436482,-0.0010607736831098856,10262.049192908922,10027.750020559406,0,
2019-09-10 22:00:00,10108.25,10124.68,10046.67,10102.02,702.384,10095.405,10109.660694570952,10124.68,10046.67,10139.438046232512,10173.499842591724,10219.231808895925,,-62.21836955143226,,49.657515422658655,7.956858527238886,-11.573233295029262,,8460.1100393107,-66.90223178142514,-144.91223178142536,16.52145679736942,29.02285223596259,,,-64.0,-0.013647028497948188,-0.004183116804475119,10256.32176208236,10014.217171904736,0,
2019-09-11 00:00:00,10094.27,10293.11,10069.45,10069.75,723.753,10131.645,10102.532847285476,10293.11,10069.45,10119.527175880365,10154.636234847774,10204.995446143932,,-66.87677412640005,,48.30150279752391,34.23627108756975,-13.590986793308968,-5.381132373027915,8571.616585242862,118.932372758778,-104.72762724122185,24.397882701211962,25.13415481983249,,,-64.0,-0.010742600033401772,-0.005258746290126971,10249.873361485206,10005.023394968151,0,
2019-09-11 02:00:00,10066.39,10116.43,10051.0,10093.88,654.228,10081.925,10117.08892364274,10117.08892364274,10051.0,10112.199411343117,10143.589646693634,10194.413022701652,,-67.83949253554783,,46.83908054693641,26.596732122011147,-13.964606624656362,-6.838228384414881,8678.077295464254,-46.276537635332716,-111.706537635333,23.409708852751603,25.25825104241399,,,-64.0,-0.01173033448244476,-0.005714936141250715,10244.660491569413,9996.073457594473,0,
2019-09-11 04:00:00,10091.53,10097.65,9974.69,10028.63,733.112,10048.125,10099.50696182137,10099.50696182137,9974.69,10088.322436673656,10122.687892749336,10178.624163396733,,-73.02578767051455,,46.957675012985355,30.110783862403558,-15.397633599928618,-8.04485876135686,8774.423216570953,-45.90274654457062,-168.86274654456975,21.636198258089443,28.046400568444273,,,-64.0,0.00020645166437938123,-0.005128364905151386,10237.67276576351,9986.428749404718,0,
2019-09-11 06:00:00,10024.78,10078.84,9884.31,10067.46,683.392,10013.8475,10073.815980910684,10078.84,9884.31,10082.361740481183,10112.646457704002,10168.037100216092,,-73.15937174867395,,46.60568207225624,55.458277379769136,-16.64337744221389,-9.343191872734653,8867.488188024745,-53.84235418106073,-248.37235418106138,19.162749019166334,30.151522491423083,,,-88.0,-0.004016596656529536,-0.003594291824438646,10232.337971429153,9977.081277217252,0,
2019-09-11 08:00:00,10068.41,10074.32,9988.69,10016.05,514.655,10036.8675,10043.831740455342,10074.32,9988.69,10063.415528915131,10095.083465394184,10153.56213829075,,-76.53138922588005,,45.691471740462895,57.776669054983046,-18.63761093783478,-10.943682353213708,8952.048877458958,-41.700589298052364,-127.33058929805156,18.177641520841338,28.60151049353553,,,-88.0,-0.008510179152288466,-0.003594291824438646,10225.763064877709,9969.213846261186,0,
2019-09-11 10:00:00,10019.03,10138.01,10016.97,10070.53,517.009,10061.135,10040.349620227671,10138.01,10016.97,10065.44823493938,10090.619198958877,10145.654315596394,,-73.95514777097378,-67.34713564456494,45.97305748878978,59.78335039976026,-18.44538931939087,-12.47870980444832,9034.953935703534,28.48806631595471,-92.55193368404616,20.66584875229874,26.51110830132871,,,-88.0,7.745971846384592e-05,9.03589130553994e-05,10221.181912796741,9963.783988017034,0,
2019-09-11 12:00:00,10062.34,10101.38,10017.65,10036.64,574.518,10054.5025,10050.742310113836,10101.38,10017.65,10057.217310670985,10080.804799148173,10135.271999825309,,-73.79740705535369,-68.6371899267227,45.48086216160719,54.80948608635823,-19.442269507916443,-14.138067785892819,9110.99757921301,2.269771127959757,-81.4602288720398,19.606383460393022,25.151977136097138,,,-88.0,-0.005670762878100422,9.03589130553994e-05,10215.890188196205,9963.266223600074,0,
2019-09-11 14:00:00,10037.14,10063.0,9973.15,9991.84,1251.668,10016.2825,10052.622405056918,10063.0,9973.15,10038.538079050704,10064.629381121233,10121.611809365755,,-76.40661410658686,-70.19107476269554,45.23390381430257,-0.40280733782301903,-17.0676804753759,-15.279033460438763,9179.92478567476,-20.785910461747335,-110.6359104617477,18.509763776360323,26.515314659845245,,,-68.0,-0.003668497092823131,9.03589130553994e-05,10209.642539750617,9972.438600129455,0,
2019-09-11 16:00:00,9992.18,10110.21,9934.11,10054.43,1288.538,10022.7325,10034.452452528458,10110.21,9934.11,10043.078627893361,10062.7749481901,10115.213541807112,,-72.58719952727733,-70.67029971561189,45.38312562271543,6.030219498575007,-15.463674294392606,-16.02264622900477,9248.593384119475,30.617791032787864,-145.48220896721068,19.386038253646127,23.715572046631255,,,-68.0,-0.0012942688622551435,9.03589130553994e-05,10205.430378171137,9993.94905955065,0,
2019-09-11 18:00:00,10053.77,10123.29,10043.71,10077.6,1334.991,10074.5925,10028.592476264228,10123.29,10028.592476264228,10052.941877066687,10065.470412155535,10111.631299730245,,-66.91925705599715,-69.92009118368894,46.50674418079433,5.509114598738063,-13.714285372442406,-16.236751436746086,9314.653234705645,43.98239231381922,-35.59760768618253,19.241868887883324,22.556469880787816,,,-68.0,0.006145137055026728,0.0008003202034441139,10202.051758873971,10022.745839399062,0,
2019-09-11 20:00:00,10073.64,10184.66,10064.11,10161.51,1318.527,10120.98,10051.592488132115,10184.66,10051.592488132115,10083.96134076192,10082.932155399983,10116.381652136888,,-55.02227355791911,-66.94052765853498,47.96543593278575,-10.61817696494649,-10.921497674052784,-15.96980252482047,9381.900659081577,93.6091934118449,-26.940806588154373,21.580272511191293,20.890792134163505,,,-68.0,0.009034281214593376,0.006434051470983392,10201.00742760685,10047.279825990854,0,
2019-09-11 22:00:00,10163.87,10176.27,10103.34,10159.55,1303.531,10150.7575,10086.286244066057,10176.27,10086.286244066057,10105.55810054423,10096.862672599986,10120.492923361946,,-45.230593910615426,-62.598540908951065,49.8297217375328,-8.39906210940018,-8.532470823402761,-15.426588944695107,9445.114298333718,75.43359435301136,2.503594353011067,20.589684157759855,19.931852650367475,,,-68.0,0.012246130179023984,0.009355466111036435,10199.965933369533,10057.266985642595,0,
2019-09-12 00:00:00,10163.06,10205.46,10124.47,10124.55,1361.416,10154.385,10118.521872033029,10205.46,10118.521872033029,10110.984357531592,10101.896732127261,10120.87931161319,,-39.83562445577081,-58.045957618315015,51.686279182437616,-13.225304662130167,-5.428998878113168,-14.429725472513562,9502.546661820172,101.23593801686548,20.245938016865693,21.393794002091397,18.894601560183492,,,-60.0,0.013281837979791433,0.01234970095910073,10198.117045077759,10051.245556924494,0,
2019-09-12 02:00:00,10124.55,10139.5,10085.88,10113.43,1342.909,10115.84,10136.453436016514,10139.5,10085.88,10111.683112522565,10103.993689922305,10120.169853364314,,-36.04189483210757,-53.64514506107353,52.39574221263116,-28.98308741879235,-3.1478250846622045,-13.080170236758395,9555.967224831633,33.96080401445761,-19.659195985543192,20.628405411346712,20.79341652482727,,,-60.0,0.005868060148611187,0.01234970095910073,10196.089741819213,10037.729670981329,0,
2019-09-12 04:00:00,10116.97,10129.19,10070.01,10079.86,1229.666,10099.007500000002,10126.146718008258,10129.19,10070.01,10102.590794658976,10099.605746300067,10116.330819710569,,-35.336814416621564,-49.98347893218313,52.219191046175716,-29.221761376043776,-0.3066406947523812,-11.247073212450154,9604.262616439933,27.319260583821233,-31.860739416179058,19.786996911455553,21.03909072252441,,,-56.0,0.00022425974438355922,0.01234970095910073,10193.371286705296,10030.418700340579,0,
2019-09-12 06:00:00,10080.29,10088.61,10042.12,10078.96,1272.932,10072.495,10112.57710900413,10112.57710900413,10042.12,10095.839139042126,10095.85197424551,10112.771694023848,,-34.45349711768904,-46.87748256928431,50.88425346762295,-34.97996596628424,0.8436661448366959,-9.318167666027398,9649.69150339219,-9.987776642437893,-56.477776642437675,19.126977288309057,22.338392782579515,,,-52.0,-0.008123792625308712,0.01234970095910073,10190.755426229967,10041.76425571654,0,
2019-09-12 08:00:00,10079.76,10171.93,10076.95,10121.65,1263.526,10112.5725,10092.536054502067,10171.93,10076.95,10103.213670744375,10100.54252438269,10113.617246973958,,-29.963336873594017,-43.49465343014625,50.33353611283796,-28.650115517113605,3.4241204907994525,-7.031528666155808,9695.036217924033,70.0390485921962,-24.940951407803368,23.81705959425933,20.811077062990496,,,-48.0,-0.003730480188591012,0.01234970095910073,10189.210080096018,10076.919465989004,0,
2019-09-12 10:00:00,10123.64,10187.9,10122.75,10170.93,1267.986,10151.305,10102.554277251034,10187.9,10102.554277251034,10122.56119338884,10113.3402472222,10119.075604405009,,-22.172774438777196,-39.23027763187244,51.143466491360854,-28.480344617400956,5.562763338232267,-4.768484284794991,9740.697061855626,76.14632736473868,10.996327364739045,23.831157734596744,19.794456519355514,,,-12.0,0.004580944338266946,0.01234970095910073,10188.810064551193,10129.887325479003,0,
2019-09-12 12:00:00,10170.0,10360.13,10170.0,10343.84,1247.245,10260.9925,10126.929638625517,10360.13,10126.929638625517,10185.783709563457,10155.2492931818,10140.481737318818,,-2.0229859278679214,-31.788819291071537,54.233510056087745,-19.018385836997997,8.971762725375886,-2.324940582818142,9794.073425243925,215.22113774120407,25.091137741204875,32.587556588045985,17.197944609481787,,,60.0,0.02278257722651955,0.014231911904464241,10192.131359995636,10185.631034671156,0,
2019-09-12 14:00:00,10337.06,10365.15,10272.77,10326.58,1281.755,10325.39,10193.961069312758,10365.15,10193.961069312758,10226.011221116754,10186.400330785109,10158.205381383692,,12.410073286409897,-22.94904077557525,57.535208946682964,-14.616304142936654,11.684124484111692,0.2149004028372678,9843.305791214729,194.28811806388876,101.90811806388956,30.84352642851622,16.093344604686482,,,64.0,0.024476530428001908,0.022951972546667785,10194.952605620962,10230.343470669774,0,
2019-09-12 16:00:00,10327.25,10349.91,10239.42,10295.8,1345.405,10303.095,10259.675534656379,10349.91,10239.42,10245.950872226253,10206.29117973327,10171.30963077572,,21.121215710287288,-14.13498947840274,60.25712769953386,-13.43460646721658,12.094435967729634,2.51649376701551,9887.824287390471,161.1998154833327,50.70981548333293,28.48683664494811,17.169961456361236,,,64.0,0.021514124473160035,0.022951972546667785,10197.026243760045,10261.228627092041,0,
2019-09-12 18:00:00,10295.8,10346.06,10272.03,10308.8,1378.764,10305.672499999999,10281.385267328189,10346.06,10272.03,10263.907765875894,10224.929147054494,10184.403951654223,10201.471400000002,28.742524267909175,-5.559486729140357,62.38161689286638,-11.607225371964292,12.912904857355233,4.661031335091309,9930.530228177293,140.19412755714256,66.16412755714373,26.998349569048376,16.27280091726633,,,64.0,0.018490068318900432,0.022951972546667785,10199.279318442332,10283.074614278266,0,
2019-09-12 20:00:00,10301.82,10400.0,10300.85,10388.87,1263.815,10347.885,10293.528883664094,10400.0,10293.528883664094,10299.611261339925,10254.736574862767,10203.876908639535,10208.820364705885,40.77343525444485,3.7070976675766847,64.60123122001679,-6.7628789569673,14.567127138691571,6.660643936771782,9975.55336858367,167.99068076326512,68.84068076326548,28.918917296210317,15.1323493301436,,,76.0,0.021427735713450025,0.022951972546667785,10203.027293235042,10297.293311870004,0,
2019-09-12 22:00:00,10390.01,10450.13,10357.51,10415.13,1354.215,10403.195,10320.706941832046,10450.13,10320.706941832046,10332.616615242803,10283.89901579681,10223.996250673865,10216.910938638988,51.829522947549776,13.331582723571303,64.98676966136304,1.4486271325019784,17.093669488316834,8.684793394069686,10019.530165408984,191.9605835113689,99.34058351136991,30.578954467735464,14.135729530331526,,,80.0,0.006892024625284154,0.022951972546667785,10207.141058899319,10300.070479601833,0,
2019-09-13 00:00:00,10414.96,10440.55,10329.3,10335.68,1243.32,10380.1225,10361.950970916023,10440.55,10329.3,10333.491868030575,10293.313740197389,10234.632798228735,10221.56854888844,53.5631583430295,21.377897847462943,64.11148024815881,12.031919020450221,18.99452407214268,10.614909870759192,10056.1789529597,171.30764300974442,60.057643009744424,28.178360044132038,15.016676837208081,,,80.0,0.0008812210819071353,0.022951972546667785,10209.587896188095,10289.853812715452,0,
2019-09-13 02:00:00,10335.35,10386.64,10332.83,10364.64,1240.372,10354.865,10371.036735458012,10386.64,10332.83,10342.391334307553,10306.28215107059,10247.014436492665,10227.179194030068,56.62121276007929,28.42656082998621,64.17633289555057,12.422136991596911,21.745233900151128,12.705066646290636,10092.431081273833,103.76940829406703,49.95940829406754,27.0713446887025,14.426731509649027,,,80.0,0.0066862215660754565,0.022951972546667785,10212.485789771566,10271.178262206511,0,
2019-09-13 04:00:00,10364.82,10399.81,10272.77,10291.89,1813.756,10332.322499999998,10362.950867729007,10399.81,10272.77,10327.962381648253,10303.665396330483,10251.28829968384,10229.716872695555,52.56844955110137,33.25493857420924,62.77008887097266,16.856188137521322,22.580176505226035,14.620672247733292,10122.207049987028,115.6509213949139,-11.38907860508516,24.612887375518568,17.409945958806315,,,80.0,-0.001640346112059543,0.022951972546667785,10213.943376431887,10251.623514407676,0,
2019-09-13 06:00:00,10290.67,10319.8,10267.89,10284.03,1775.829,10290.5975,10347.636683864503,10347.636683864503,10267.89,10315.410272605895,10300.095324270396,10254.406556856808,10231.846799256513,48.16712852354249,36.23737656407589,60.33739669779603,11.338934192004535,21.89980664600202,16.254376578510268,10149.777401274227,35.659361195639576,-16.25063880436028,23.66710083010775,17.10218600793849,,,80.0,-0.010091569150446622,0.022951972546667785,10215.207409381279,10237.258718846784,0,
2019-09-13 08:00:00,10283.68,10327.14,10255.25,10306.43,1509.291,10293.125,10319.11709193225,10327.14,10255.25,10312.844480432783,10301.247083493961,10259.361170489492,10234.771630658219,45.95678152447363,38.18125755615544,57.962684533649806,-14.110128423209778,18.65970942823155,17.223171248795836,10177.08618029497,39.81516673911938,-32.07483326088004,22.3842525332053,17.12821641452951,,,80.0,-0.01043673962782976,0.02181036506864422,10216.824369441116,10228.964382353917,0,
2019-09-13 10:00:00,10306.94,10323.51,10251.99,10306.52,1834.691,10297.24,10306.121045966125,10323.51,10251.99,10311.037486023417,10302.20579558597,10263.852487585731,10237.585292201034,43.70848365882739,39.28670277668983,57.182985607369844,-15.554320493679741,15.994825513001606,17.654241351684828,10202.810019832194,33.44300006210324,-38.0769999378972,21.155679641623838,16.438301765050454,,,60.0,-0.0028212947769280516,0.021436374589421027,10218.387438713862,10222.4526011921,0,
2019-09-13 12:00:00,10306.52,10344.0,10286.27,10307.01,1815.754,10310.95,10301.680522983062,10344.0,10286.27,10309.886775731013,10303.07928729761,10267.962726863281,10240.307829761778,41.48798266826452,39.726958755004766,56.06569851181871,-21.977883174721203,14.782149305650703,17.923012685476937,10227.065219575967,51.5125714818023,-6.217428518197266,21.80856646623788,15.689731489641176,,,60.0,-0.005560251007270756,0.01878383505835539,10219.906212605725,10212.992545850975,0,
2019-09-13 14:00:00,10306.78,10326.46,10270.0,10296.57,1740.736,10299.9525,10306.31526149153,10326.46,10270.0,10306.08198266501,10301.895780516226,10270.687229066778,10242.514189378962,38.4426558788673,39.470098179777274,56.03185719014497,-22.224452323876097,13.194451671240866,17.951167366865498,10249.281506449652,33.38934698440062,-23.07065301559851,20.810450263250583,16.290522980325278,,,60.0,0.00045472697434578713,0.008345595734100736,10221.198646920564,10200.559306009318,0,
2019-09-13 16:00:00,10294.81,10310.08,10190.0,10226.61,1571.369,10255.375,10303.133880745765,10310.08,10190.0,10283.375701903578,10288.207456786004,10266.489397727084,10241.890495677826,30.037768441261505,37.58363223207412,54.705053101533316,-14.124610436960461,9.021903937290094,17.39664504672535,10266.006417495222,26.503725986629433,-93.5762740133705,18.835954903770073,21.06599702319018,,,60.0,-0.005583414284089039,0.006706801871996326,10221.288413946024,10191.27849074825,0,
2019-09-13 18:00:00,10224.6,10243.17,10186.34,10210.25,1707.027,10216.09,10279.254440372883,10279.254440372883,10186.34,10262.482644216841,10274.033373734002,10261.133264610218,10240.649691925755,21.80536069451955,34.42797792456321,52.750753214354155,-18.436565720668053,4.0716037515563475,16.0944384730493,10280.775745545294,-29.93109201146035,-86.76109201146028,17.96710566951216,20.391353231144908,,,60.0,-0.009332038348875416,0.0014617211303239654,10221.10818280374,10192.381977996356,0,
2019-09-13 20:00:00,10210.25,10299.66,10153.51,10287.11,1415.666,10237.6325,10247.672220186441,10299.66,10153.51,10269.519031583459,10276.410942146002,10263.607239409244,10242.471664791412,21.23825649756145,31.790033639162857,52.25421158180012,-8.2155329675626,1.06374613761256,14.301360679596291,10299.296574887721,24.55763541874876,-121.59236458125088,20.31027874923481,18.081440114110176,,,32.0,-0.0018832738887616385,0.001077876433518752,10222.169162204633,10203.75447618089,0,
2019-09-13 22:00:00,10287.11,10355.85,10250.0,10341.34,1584.91,10308.575,10242.65236009322,10355.85,10242.65236009322,10290.0393082739,10288.216225392183,10271.010359465507,10246.348854407435,24.87795256550089,30.407617424430462,52.61614783037519,3.1364233858302892,-1.9954760776416935,11.927289681817008,10319.992635094985,71.28511607321343,-34.56488392678693,22.970937817327805,16.613564842944726,24.146510951456673,20.76267605007523,32.0,0.0033307428633522207,0.0007423285632464295,10224.05568081539,10216.999858166046,0,
2019-09-14 00:00:00,10343.01,10353.72,10290.0,10298.45,1737.356,10321.295,10275.61368004661,10353.72,10275.61368004661,10292.442363052785,10290.076911684513,10273.623658564029,10248.392036587536,24.024632361572003,29.13102041185877,52.34073301784146,-9.467987445172021,-3.613675779642771,9.307904453330128,10336.910050583112,67.17152806275408,3.4515280627547327,21.82244286689834,15.782924166343298,23.91143730400987,20.56054506727363,32.0,0.00018258507444723904,0.0007423285632464295,10225.215738706362,10224.566144551167,0,
2019-09-14 02:00:00,10299.73,10307.34,10267.08,10280.77,1560.547,10288.73,10298.454340023305,10307.34,10267.08,10289.107402180562,10288.384745923693,10274.304262510312,10249.661760642928,21.67192129169598,27.639200587826213,53.14772130250643,-10.845887754029226,-4.757368123533849,6.64218697637654,10351.781472489734,21.617024053790374,-18.642975946209845,21.104470849276215,17.136687222827792,23.76291348426222,20.786450505732294,32.0,0.0052959876244425,0.003527267339461248,10226.069254491073,10226.417168927079,0,
2019-09-14 04:00:00,10280.58,10305.29,10259.75,10287.31,1387.754,10283.2325,10293.592170011652,10305.29,10259.75,10288.5938587004,10288.189337573931,10275.542904175996,10251.138162186342,20.103365082628443,26.13203348678666,54.378059529162044,-14.778111808275895,-4.581218852637107,4.318094148289674,10366.179250205361,19.34030633182192,-26.199693668178952,20.29123489595033,17.09657554668005,23.594464395257724,20.753199283801184,32.0,0.007547317646482643,0.005521120626646513,10226.99649276196,10226.801469227363,0,
2019-09-14 06:00:00,10287.3,10330.61,10275.04,10316.67,1585.528,10302.405,10288.412335005825,10330.61,10275.04,10296.61561335743,10293.367639833215,10279.45977044495,10253.708038179035,20.987449362331972,25.103116661895722,54.68860915333566,-15.954086534464029,-4.288481515021518,2.289763445487362,10381.500166620372,40.27169114156095,-15.298308858438759,21.509317001086465,16.27256969254848,23.785884943435644,20.57237793503588,32.0,0.0028734989710423875,0.005521120626646513,10228.334847327174,10228.822244609682,0,
